t,speed,rpm,gear,ratio,mech,slip,tcc,locked,trip_km,fuel_pt,coolant,map,load
1787839953.9,4.01,815.8,0,2.660,0.000,0.0000,0,False,283.07058,39.22,90.0,57.0,0.0
1787839954.4,3.58,776.0,0,2.670,0.000,0.0000,0,False,283.07135,39.22,90.0,51.0,0.0
1787839954.9,3.08,765.5,0,2.820,0.000,0.0000,0,False,283.07174,35.69,90.0,50.0,0.0
1787839955.4,2.63,796.0,0,2.820,0.000,0.0000,0,False,283.07213,38.04,90.0,51.0,0.0
1787839955.9,2.00,796.5,0,2.820,0.000,0.0000,0,False,283.07252,33.73,90.0,49.0,0.0
1787839956.4,1.19,786.2,0,2.820,0.000,0.0000,0,False,283.07291,40.39,90.0,47.0,0.0
1787839956.9,0.00,779.2,0,2.820,0.000,0.0000,0,False,283.07291,36.86,90.0,46.0,0.0
1787839957.4,0.00,777.2,0,2.820,0.000,0.0000,0,False,283.07291,38.04,90.0,45.0,0.0
1787839957.9,0.00,794.8,1,2.820,2.816,1.0014,0,False,283.07291,36.86,90.0,45.0,0.0
1787839958.4,0.00,784.0,1,2.820,2.816,1.0014,0,False,283.07291,44.71,90.0,53.0,0.0
1787839958.9,0.00,807.8,1,2.820,2.816,1.0014,0,False,283.07291,36.86,90.0,58.0,0.0
1787839959.4,1.31,823.5,1,2.820,2.816,1.0014,0,False,283.07291,43.92,90.0,59.0,0.0
1787839959.9,2.13,808.5,1,2.820,2.816,1.0014,0,False,283.07330,34.90,90.0,58.0,0.0
1787839960.4,2.75,802.5,1,2.820,2.816,1.0014,0,False,283.07330,40.39,90.0,57.0,0.0
1787839960.9,3.28,803.2,1,2.820,2.816,1.0014,0,False,283.07408,33.73,90.0,57.0,0.0
1787839961.4,3.68,801.5,1,3.040,2.816,1.0795,0,False,283.07447,45.49,90.0,56.0,0.0
1787839961.9,3.98,809.5,1,2.990,2.816,1.0618,0,False,283.07525,33.73,90.0,55.0,0.0
1787839962.4,4.20,768.2,1,2.820,2.816,1.0014,0,False,283.07564,42.75,90.0,49.0,0.0
1787839962.9,4.40,763.0,1,2.830,2.816,1.0050,0,False,283.07642,36.86,90.0,55.0,0.0
1787839963.4,4.82,819.8,1,2.820,2.816,1.0014,0,False,283.07720,40.39,91.0,57.0,0.0
1787839963.9,5.18,774.0,1,2.810,2.816,0.9979,0,False,283.07758,35.69,91.0,48.0,0.0
1787839964.5,5.17,770.0,1,2.820,2.816,1.0014,0,False,283.07836,35.69,90.0,47.0,0.0
1787839965.0,4.34,747.2,1,3.010,2.816,1.0689,0,False,283.07914,34.51,90.0,52.0,0.0
1787839965.5,3.10,764.5,1,2.820,2.816,1.0014,0,False,283.07992,29.41,91.0,58.0,0.0
1787839966.0,1.95,781.0,1,2.820,2.816,1.0014,0,False,283.08031,38.82,91.0,61.0,0.0
1787839966.5,0.69,783.2,1,2.820,2.816,1.0014,0,False,283.08031,31.76,91.0,61.0,0.0
1787839967.0,0.00,777.8,0,0.260,0.000,0.0000,0,False,283.08031,38.04,91.0,61.0,0.0
1787839967.5,0.00,854.0,0,2.820,0.000,0.0000,0,False,283.08031,38.04,91.0,67.0,0.0
1787839968.0,0.00,834.8,0,2.820,0.000,0.0000,0,False,283.08031,30.20,91.0,54.0,0.0
1787839968.5,0.00,793.8,0,2.820,0.000,0.0000,0,False,283.08031,32.16,91.0,59.0,0.0
1787839969.0,0.18,791.8,0,2.820,0.000,0.0000,0,False,283.08031,33.73,91.0,58.0,0.0
1787839969.5,1.24,792.5,0,2.820,0.000,0.0000,0,False,283.08070,32.94,91.0,57.0,0.0
1787839970.0,2.02,787.5,0,2.820,0.000,0.0000,0,False,283.08070,36.86,91.0,58.0,0.0
1787839970.5,2.67,800.0,0,2.820,0.000,0.0000,0,False,283.08109,31.76,91.0,61.0,0.0
1787839971.0,3.07,817.0,0,2.820,0.000,0.0000,0,False,283.08148,40.39,91.0,65.0,0.0
1787839971.5,3.14,812.5,0,2.820,0.000,0.0000,0,False,283.08187,32.94,91.0,63.0,0.0
1787839972.0,2.57,793.2,0,2.820,0.000,0.0000,0,False,283.08265,43.92,91.0,57.0,0.0
1787839972.5,1.46,786.2,0,2.820,0.000,0.0000,0,False,283.08265,38.04,91.0,55.0,0.0
1787839973.0,0.00,801.8,0,2.820,0.000,0.0000,0,False,283.08304,35.69,91.0,53.0,0.0
1787839973.5,0.00,773.8,1,2.820,2.816,1.0014,0,False,283.08304,39.22,91.0,56.0,0.0
1787839974.0,0.00,916.0,1,2.820,2.816,1.0014,0,False,283.08304,31.76,91.0,59.0,0.0
1787839974.5,1.96,826.2,1,2.820,2.816,1.0014,0,False,283.08304,42.75,91.0,65.0,0.0
1787839975.0,3.73,827.2,1,2.820,2.816,1.0014,0,False,283.08343,31.76,91.0,61.0,0.0
1787839975.5,4.37,805.5,1,2.800,2.816,0.9943,0,False,283.08420,34.90,91.0,58.0,0.0
1787839976.0,4.08,806.0,1,2.640,2.816,0.9375,0,False,283.08459,34.90,91.0,57.0,0.0
1787839976.5,3.73,800.2,1,3.000,2.816,1.0653,0,False,283.08537,34.90,91.0,56.0,0.0
1787839977.0,3.73,771.2,1,2.750,2.816,0.9766,0,False,283.08576,32.16,91.0,52.0,0.0
1787839977.6,4.95,780.2,1,2.880,2.816,1.0227,0,False,283.08654,42.75,91.0,51.0,0.0
1787839978.1,5.46,866.5,1,2.760,2.816,0.9801,0,False,283.08732,25.88,91.0,60.0,0.0
1787839978.6,5.74,790.0,1,2.780,2.816,0.9872,0,False,283.08810,26.27,91.0,52.0,0.0
1787839979.1,5.55,780.2,1,2.810,2.816,0.9979,0,False,283.08888,27.06,91.0,47.0,0.0
1787839979.6,4.84,789.5,1,2.950,2.816,1.0476,0,False,283.08927,30.20,91.0,53.0,0.0
1787839980.1,4.92,775.8,1,2.790,2.816,0.9908,0,False,283.09005,47.06,91.0,56.0,0.0
1787839980.6,5.57,991.0,1,2.840,2.816,1.0085,0,False,283.09082,36.47,91.0,74.0,15.0
1787839981.1,7.73,1579.5,1,2.810,2.816,0.9979,0,False,283.09160,41.57,91.0,92.0,26.0
1787839981.6,11.60,1894.2,1,2.800,2.816,0.9943,0,False,283.09316,44.71,91.0,84.0,24.0
1787839982.1,14.87,1985.8,1,2.820,2.816,1.0014,0,False,283.09511,24.31,91.0,79.0,23.0
1787839982.6,17.68,2146.2,2,0.260,1.498,0.1736,0,False,283.09705,39.22,91.0,75.0,23.0
1787839983.1,19.46,2320.5,2,0.250,1.498,0.1669,0,False,283.09978,33.73,91.0,77.0,23.0
1787839983.6,21.40,1783.8,2,1.650,1.498,1.1015,0,False,283.10251,35.29,91.0,78.0,23.0
1787839984.1,23.02,1801.0,2,1.500,1.498,1.0013,73.5792064963909,False,283.10562,39.22,91.0,84.0,24.0
1787839984.6,24.64,1844.2,2,1.490,1.498,0.9947,76.9091841236275,False,283.10874,36.47,91.0,84.0,25.0
1787839985.1,26.34,1881.5,2,1.490,1.498,0.9947,80.55607061387191,False,283.11224,34.51,91.0,84.0,25.0
1787839985.6,27.91,1923.8,2,1.490,1.498,0.9947,83.49882758154645,False,283.11613,39.22,91.0,84.0,25.0
1787839986.1,29.11,1979.0,3,1.500,1.000,1.5000,0,False,283.12003,36.86,91.0,83.0,25.0
1787839986.6,30.35,1741.2,3,1.070,1.000,1.0700,0,False,283.12392,41.57,91.0,85.0,25.0
1787839987.1,31.33,1786.2,3,1.000,1.000,1.0000,67.39228271518546,False,283.12821,36.86,91.0,86.0,25.0
1787839987.6,32.53,1781.2,3,1.000,1.000,1.0000,70.15357192982458,False,283.13288,36.86,91.0,86.0,20.0
1787839988.1,33.48,1662.8,3,1.000,1.000,1.0000,77.35989174560218,False,283.13716,34.51,91.0,72.0,17.0
1787839988.6,34.19,1650.2,3,1.000,1.000,1.0000,79.59301620966521,False,283.14183,40.39,91.0,72.0,17.0
1787839989.1,34.81,1685.0,3,1.000,1.000,1.0000,79.37663204747776,False,283.14767,36.86,91.0,73.0,18.0
1787839989.6,35.71,1720.8,3,1.000,1.000,1.0000,79.7258259479878,False,283.15235,34.51,91.0,76.0,19.0
1787839990.1,36.33,1753.0,3,1.000,1.000,1.0000,79.62890188248717,False,283.15741,34.51,91.0,78.0,20.0
1787839990.6,37.14,1710.8,3,1.000,1.000,1.0000,83.40334648545961,False,283.16247,36.86,91.0,78.0,12.0
1787839991.1,37.54,1452.5,3,1.000,1.000,1.0000,99.36532837848432,True,283.16831,35.69,91.0,68.0,11.0
1787839991.6,37.74,1468.5,3,1.000,1.000,1.0000,98.8383796698388,True,283.17376,34.51,91.0,67.0,13.0
1787839992.1,38.25,1481.8,3,1.000,1.000,1.0000,99.31464574197791,True,283.17883,33.73,91.0,72.0,15.0
1787839992.7,38.70,1499.8,3,1.000,1.000,1.0000,99.29704132399824,True,283.18428,36.86,91.0,75.0,17.0
1787839993.2,39.79,1532.2,3,1.000,1.000,1.0000,99.95352539403248,True,283.18973,34.90,91.0,78.0,19.0
1787839993.7,40.36,1567.2,3,1.000,1.000,1.0000,99.15052767463145,True,283.19518,36.86,91.0,78.0,19.0
1787839994.2,41.25,1594.8,3,1.000,1.000,1.0000,99.62226074697602,True,283.20063,39.22,91.0,79.0,19.0
1787839994.7,41.73,1617.5,3,1.000,1.000,1.0000,99.35770750314522,True,283.20647,36.86,91.0,63.0,12.0
1787839995.2,42.12,1625.0,3,1.000,1.000,1.0000,99.86378986289016,True,283.21231,34.90,91.0,56.0,12.0
1787839995.7,42.29,1639.2,3,1.000,1.000,1.0000,99.40777511035775,True,283.21815,38.04,91.0,56.0,13.0
1787839996.2,42.67,1656.2,3,1.000,1.000,1.0000,99.29087614621237,True,283.22399,36.86,91.0,57.0,13.0
1787839996.7,43.15,1669.5,3,1.000,1.000,1.0000,99.6415293768161,True,283.22984,39.22,91.0,60.0,15.0
1787839997.2,43.54,1686.8,3,1.000,1.000,1.0000,99.50762875177232,True,283.23607,36.86,91.0,63.0,16.0
1787839997.7,44.12,1705.2,3,1.000,1.000,1.0000,99.77372060599262,True,283.24191,39.22,91.0,68.0,18.0
1787839998.2,44.70,1727.5,3,1.000,1.000,1.0000,99.8094823408569,True,283.24814,39.22,91.0,72.0,19.0
1787839998.7,45.45,1757.0,3,1.000,1.000,1.0000,99.79283606295547,True,283.25437,35.69,91.0,75.0,20.0
1787839999.2,46.15,1782.0,3,1.000,1.000,1.0000,99.92283191007536,True,283.26060,34.90,91.0,76.0,21.0
1787839999.7,46.95,1822.0,3,1.000,1.000,1.0000,99.4325694161233,True,283.26761,33.73,91.0,76.0,22.0
1787840000.2,47.81,1842.5,3,1.000,1.000,1.0000,100,True,283.27423,33.73,91.0,77.0,22.0
1787840000.7,48.30,1884.5,4,1.000,0.726,1.3774,0,True,283.28084,35.69,91.0,77.0,23.0
1787840001.2,49.42,1882.0,4,0.730,0.726,1.0055,73.57885020934731,False,283.28746,40.39,91.0,78.0,23.0
1787840001.7,49.67,1517.2,4,0.720,0.726,0.9917,91.72907190317144,False,283.29447,38.04,91.0,45.0,0.0
1787840002.2,49.09,1360.0,4,0.730,0.726,1.0055,100,False,283.30109,34.90,91.0,32.0,0.0
1787840002.7,48.54,1251.0,4,0.720,0.726,0.9917,100,False,283.30927,32.94,91.0,27.0,0.0
1787840003.2,48.01,1050.5,4,0.730,0.726,1.0055,100,False,283.31589,36.86,91.0,28.0,0.0
1787840003.7,47.38,1048.2,4,0.730,0.726,1.0055,100,False,283.32251,35.69,91.0,29.0,0.0
1787840004.2,46.93,1030.8,4,0.730,0.726,1.0055,100,False,283.32913,39.22,91.0,28.0,0.0
1787840004.7,46.30,984.0,3,0.730,1.000,0.7300,0,False,283.33575,32.94,91.0,28.0,0.0
1787840005.3,44.84,1219.2,3,1.000,1.000,1.0000,0,False,283.34198,35.69,91.0,28.0,0.0
1787840005.8,44.29,1428.0,2,1.000,1.498,0.6676,0,False,283.34821,34.51,91.0,25.0,0.0
1787840006.3,41.97,1712.5,2,1.410,1.498,0.9413,0,False,283.35405,38.04,91.0,24.0,0.0
1787840006.8,38.22,2092.0,2,1.500,1.498,1.0013,100,False,283.35950,20.78,91.0,21.0,0.0
1787840007.3,34.37,1866.5,2,1.500,1.498,1.0013,100,False,283.36456,35.69,91.0,21.0,0.0
1787840007.8,30.41,1607.5,2,1.500,1.498,1.0013,100,False,283.37001,23.53,91.0,20.0,0.0
1787840008.3,26.76,1340.5,2,1.500,1.498,1.0013,100,False,283.37391,26.27,91.0,24.0,0.0
1787840008.8,24.04,1162.2,2,1.500,1.498,1.0013,100,False,283.37741,27.45,91.0,26.0,0.0
1787840009.3,22.44,1047.0,2,1.500,1.498,1.0013,100,False,283.38053,32.16,91.0,27.0,0.0
1787840009.8,20.87,957.5,2,1.500,1.498,1.0013,100,False,283.38364,32.16,91.0,29.0,0.0
1787840010.3,19.53,885.0,2,1.500,1.498,1.0013,0,False,283.38637,31.76,91.0,31.0,0.0
1787840010.8,18.72,920.8,2,1.500,1.498,1.0013,0,False,283.38909,36.86,91.0,37.0,0.0
1787840011.3,17.86,830.8,2,1.500,1.498,1.0013,0,False,283.39143,33.73,91.0,41.0,0.0
1787840011.8,17.06,800.0,2,1.500,1.498,1.0013,0,False,283.39377,38.82,91.0,43.0,0.0
1787840012.3,16.41,783.2,2,1.500,1.498,1.0013,0,False,283.39610,33.73,91.0,44.0,0.0
1787840012.8,15.74,776.2,2,1.500,1.498,1.0013,0,False,283.39844,39.22,91.0,46.0,0.0
1787840013.3,15.13,752.5,2,1.500,1.498,1.0013,0,False,283.40078,36.47,91.0,47.0,0.0
1787840013.8,14.36,766.5,2,1.500,1.498,1.0013,0,False,283.40272,31.76,91.0,47.0,0.0
1787840014.3,13.87,782.5,2,1.500,1.498,1.0013,0,False,283.40467,34.90,91.0,46.0,0.0
1787840014.8,13.10,778.2,2,1.510,1.498,1.0080,0,False,283.40662,32.16,91.0,45.0,0.0
1787840015.3,12.44,768.0,2,1.500,1.498,1.0013,0,False,283.40817,40.39,91.0,47.0,0.0
1787840015.8,11.82,784.2,2,1.500,1.498,1.0013,0,False,283.41012,32.94,91.0,52.0,0.0
1787840016.3,11.31,769.8,1,1.510,2.816,0.5362,0,False,283.41207,41.57,91.0,52.0,0.0
1787840016.8,10.47,799.2,1,1.870,2.816,0.6641,0,False,283.41363,33.73,91.0,51.0,0.0
1787840017.3,9.46,780.5,1,2.040,2.816,0.7244,0,False,283.41479,36.86,91.0,48.0,0.0
1787840017.8,8.19,766.5,1,2.260,2.816,0.8026,0,False,283.41596,35.69,91.0,47.0,0.0
1787840018.3,6.78,774.0,1,2.690,2.816,0.9553,0,False,283.41713,34.12,91.0,49.0,0.0
1787840018.8,5.32,762.0,1,2.860,2.816,1.0156,0,False,283.41791,34.90,91.0,50.0,0.0
1787840019.4,4.52,780.5,1,2.760,2.816,0.9801,0,False,283.41869,33.33,91.0,57.0,0.0
1787840019.9,4.42,778.8,1,2.770,2.816,0.9837,0,False,283.41908,41.57,91.0,57.0,0.0
1787840020.4,3.88,777.2,1,2.650,2.816,0.9411,0,False,283.41986,31.76,91.0,57.0,0.0
1787840020.9,3.00,793.2,1,2.820,2.816,1.0014,0,False,283.42025,38.04,91.0,51.0,0.0
1787840021.4,1.93,781.0,1,2.820,2.816,1.0014,0,False,283.42063,36.86,91.0,47.0,0.0
1787840021.9,1.02,756.5,1,2.820,2.816,1.0014,0,False,283.42102,34.90,91.0,44.0,0.0
1787840022.4,0.00,742.8,1,2.820,2.816,1.0014,0,False,283.42102,41.57,91.0,43.0,0.0
1787840022.9,0.00,733.8,1,2.820,2.816,1.0014,0,False,283.42102,32.16,91.0,42.0,0.0
1787840023.4,0.00,723.5,1,2.820,2.816,1.0014,0,False,283.42102,32.94,91.0,42.0,0.0
1787840023.9,0.00,714.8,1,2.820,2.816,1.0014,0,False,283.42102,32.16,91.0,42.0,0.0
1787840024.4,0.00,704.0,1,2.820,2.816,1.0014,0,False,283.42102,45.49,91.0,42.0,0.0
1787840024.9,0.00,694.0,1,2.820,2.816,1.0014,0,False,283.42102,33.73,91.0,42.0,0.0
1787840025.4,0.00,688.2,1,2.820,2.816,1.0014,0,False,283.42102,42.75,91.0,42.0,0.0
1787840025.9,0.00,678.8,1,2.820,2.816,1.0014,0,False,283.42102,32.16,91.0,41.0,0.0
1787840026.4,0.00,672.5,1,2.820,2.816,1.0014,0,False,283.42102,39.22,91.0,41.0,0.0
1787840026.9,0.00,667.2,1,2.820,2.816,1.0014,0,False,283.42102,36.86,91.0,42.0,0.0
1787840027.4,0.00,669.2,1,2.820,2.816,1.0014,0,False,283.42102,34.90,91.0,42.0,0.0
1787840027.9,0.00,676.0,1,2.820,2.816,1.0014,0,False,283.42102,36.86,91.0,42.0,0.0
1787840028.4,0.00,676.8,1,2.820,2.816,1.0014,0,False,283.42102,33.73,91.0,41.0,0.0
1787840028.9,0.00,671.0,1,2.820,2.816,1.0014,0,False,283.42102,36.86,91.0,42.0,0.0
1787840029.4,0.00,665.5,1,2.820,2.816,1.0014,0,False,283.42102,33.73,91.0,42.0,0.0
1787840029.9,0.00,658.2,1,2.820,2.816,1.0014,0,False,283.42102,36.86,91.0,42.0,0.0
1787840030.4,0.00,662.8,1,2.820,2.816,1.0014,0,False,283.42102,34.51,91.0,43.0,0.0
1787840030.9,0.00,678.2,1,2.820,2.816,1.0014,0,False,283.42102,42.75,91.0,42.0,0.0
1787840031.4,0.00,675.0,1,2.820,2.816,1.0014,0,False,283.42102,36.86,91.0,42.0,0.0
1787840031.9,0.00,666.0,1,2.820,2.816,1.0014,0,False,283.42102,40.39,91.0,41.0,0.0
1787840032.4,0.00,662.2,1,2.820,2.816,1.0014,0,False,283.42102,36.86,91.0,42.0,0.0
1787840032.9,0.00,654.5,1,2.820,2.816,1.0014,0,False,283.42102,36.86,91.0,42.0,0.0
1787840033.5,0.00,646.5,1,2.820,2.816,1.0014,0,False,283.42102,36.86,91.0,41.0,0.0
1787840034.0,0.00,637.2,1,2.820,2.816,1.0014,0,False,283.42102,32.94,91.0,42.0,0.0
1787840034.5,0.00,631.0,1,2.820,2.816,1.0014,0,False,283.42102,36.86,91.0,42.0,0.0
1787840035.0,0.00,625.2,1,2.820,2.816,1.0014,0,False,283.42102,36.86,91.0,41.0,0.0
1787840035.5,0.00,638.8,1,2.820,2.816,1.0014,0,False,283.42102,35.29,91.0,47.0,0.0
1787840036.0,0.00,643.5,1,2.820,2.816,1.0014,0,False,283.42102,37.65,91.0,56.0,0.0
1787840036.5,0.00,736.2,1,2.820,2.816,1.0014,0,False,283.42102,36.47,91.0,58.0,0.0
1787840037.0,0.00,720.0,1,2.820,2.816,1.0014,0,False,283.42102,37.65,91.0,56.0,0.0
1787840037.5,0.00,711.2,1,2.820,2.816,1.0014,0,False,283.42102,36.47,91.0,56.0,0.0
1787840038.0,0.00,719.0,1,2.820,2.816,1.0014,0,False,283.42102,36.86,91.0,57.0,0.0
1787840038.5,0.00,762.8,1,2.820,2.816,1.0014,0,False,283.42102,39.22,91.0,58.0,0.0
1787840039.0,0.00,774.5,1,2.820,2.816,1.0014,0,False,283.42102,35.69,91.0,56.0,0.0
1787840039.5,0.00,762.2,1,2.820,2.816,1.0014,0,False,283.42102,36.86,91.0,56.0,0.0
1787840040.0,0.00,760.5,1,2.820,2.816,1.0014,0,False,283.42102,34.90,91.0,56.0,0.0
1787840040.5,0.00,761.5,1,2.820,2.816,1.0014,0,False,283.42102,36.86,91.0,55.0,0.0
1787840041.0,0.00,763.2,1,2.820,2.816,1.0014,0,False,283.42102,35.69,91.0,55.0,0.0
1787840041.5,0.00,761.2,1,2.820,2.816,1.0014,0,False,283.42102,38.04,91.0,55.0,0.0
1787840042.0,0.00,761.2,1,2.820,2.816,1.0014,0,False,283.42102,34.12,91.0,55.0,0.0
1787840042.5,0.00,758.5,1,2.820,2.816,1.0014,0,False,283.42102,38.04,91.0,56.0,0.0
1787840043.0,0.00,765.5,1,2.820,2.816,1.0014,0,False,283.42102,38.04,91.0,55.0,0.0
1787840043.5,0.00,761.0,1,2.820,2.816,1.0014,0,False,283.42102,36.86,91.0,55.0,0.0
1787840044.0,0.00,757.5,1,2.820,2.816,1.0014,0,False,283.42102,38.04,91.0,56.0,0.0
1787840044.5,0.00,762.0,1,2.820,2.816,1.0014,0,False,283.42102,34.90,91.0,56.0,0.0
1787840045.0,0.00,761.5,1,2.820,2.816,1.0014,0,False,283.42102,39.22,91.0,55.0,0.0
1787840045.5,0.00,761.8,1,2.820,2.816,1.0014,0,False,283.42102,34.90,91.0,56.0,0.0
1787840046.0,0.00,763.0,1,2.820,2.816,1.0014,0,False,283.42102,36.86,91.0,55.0,0.0
1787840046.5,0.00,760.0,1,2.820,2.816,1.0014,0,False,283.42102,35.29,91.0,55.0,0.0
1787840047.1,0.00,761.0,1,2.820,2.816,1.0014,0,False,283.42102,36.86,91.0,56.0,0.0
1787840047.6,0.00,759.5,1,2.820,2.816,1.0014,0,False,283.42102,36.86,91.0,55.0,0.0
1787840048.1,0.00,762.8,1,2.820,2.816,1.0014,0,False,283.42102,36.86,91.0,56.0,0.0
1787840048.6,0.00,763.5,1,2.820,2.816,1.0014,0,False,283.42102,36.86,91.0,56.0,0.0
1787840049.1,0.00,762.0,1,2.820,2.816,1.0014,0,False,283.42102,36.86,91.0,56.0,0.0
1787840049.6,0.00,762.5,1,2.820,2.816,1.0014,0,False,283.42102,36.86,91.0,56.0,0.0
1787840050.1,0.00,758.5,1,2.820,2.816,1.0014,0,False,283.42102,36.86,91.0,56.0,0.0
1787840050.6,0.00,761.2,1,2.820,2.816,1.0014,0,False,283.42102,36.86,91.0,56.0,0.0
1787840051.1,0.00,764.0,1,2.820,2.816,1.0014,0,False,283.42102,34.51,91.0,56.0,0.0
1787840051.6,0.00,759.8,1,2.820,2.816,1.0014,0,False,283.42102,36.86,91.0,56.0,0.0
1787840052.1,0.00,761.5,1,2.820,2.816,1.0014,0,False,283.42102,36.86,91.0,56.0,0.0
1787840052.6,0.00,763.2,1,2.820,2.816,1.0014,0,False,283.42102,35.69,91.0,56.0,0.0
1787840053.1,0.00,759.2,1,2.820,2.816,1.0014,0,False,283.42102,36.86,91.0,56.0,0.0
1787840053.6,0.00,763.2,1,2.820,2.816,1.0014,0,False,283.42102,36.86,91.0,56.0,0.0
1787840054.1,0.00,762.0,1,2.820,2.816,1.0014,0,False,283.42102,36.86,91.0,56.0,0.0
1787840054.6,0.00,759.5,1,2.820,2.816,1.0014,0,False,283.42102,36.86,91.0,56.0,0.0
1787840055.1,0.00,762.0,1,2.820,2.816,1.0014,0,False,283.42102,35.29,91.0,56.0,0.0
1787840055.6,0.00,760.5,1,2.820,2.816,1.0014,0,False,283.42102,38.04,91.0,56.0,0.0
1787840056.1,0.00,756.5,1,2.820,2.816,1.0014,0,False,283.42102,34.90,91.0,56.0,0.0
1787840056.6,1.54,755.8,1,2.820,2.816,1.0014,0,False,283.42102,39.22,91.0,55.0,0.0
1787840057.1,2.56,905.8,1,2.820,2.816,1.0014,0,False,283.42141,36.86,91.0,72.0,12.0
1787840057.6,4.91,1352.0,1,2.980,2.816,1.0582,0,False,283.42180,42.75,91.0,77.0,14.0
1787840058.1,7.88,1410.0,1,2.840,2.816,1.0085,0,False,283.42258,39.22,91.0,70.0,14.0
1787840058.6,10.12,1457.0,1,2.840,2.816,1.0085,0,False,283.42414,35.69,91.0,68.0,14.0
1787840059.1,11.89,1514.0,1,2.820,2.816,1.0014,0,False,283.42531,39.22,91.0,68.0,14.0
1787840059.6,13.31,1642.8,1,2.820,2.816,1.0014,0,False,283.42725,36.86,91.0,67.0,14.0
1787840060.1,14.66,1789.5,1,2.820,2.816,1.0014,0,False,283.42920,38.04,91.0,63.0,15.0
1787840060.6,16.13,1917.8,1,2.830,2.816,1.0050,0,False,283.43115,36.86,91.0,59.0,15.0
1787840061.1,17.48,2030.2,1,2.820,2.816,1.0014,0,False,283.43348,39.22,91.0,56.0,15.0
1787840061.7,18.69,2166.8,2,0.250,1.498,0.1669,0,False,283.43621,41.57,91.0,57.0,16.0
1787840062.2,20.04,2276.2,2,0.110,1.498,0.0734,0,False,283.43855,41.57,91.0,61.0,19.0
