t,speed,rpm,gear,ratio,mech,slip,tcc,locked,hold,range,shifting,atf,trip_km,fuel_pt,coolant,map,load
1787912870.3,0.00,704.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.71,85.0,46.0,0.0
1787912870.8,0.00,701.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912871.3,0.00,705.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,23.53,85.0,46.0,0.0
1787912871.8,0.00,708.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,23.53,85.0,46.0,0.0
1787912872.3,0.00,704.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.71,85.0,45.0,0.0
1787912872.8,0.00,702.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,45.0,0.0
1787912873.3,0.00,698.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912873.8,0.00,705.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912874.4,0.00,706.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.71,85.0,46.0,0.0
1787912874.9,0.00,705.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,45.0,0.0
1787912875.4,0.00,699.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,45.0,0.0
1787912875.9,0.00,701.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,23.92,85.0,46.0,0.0
1787912876.4,0.00,705.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912876.9,0.00,708.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,23.53,85.0,45.0,0.0
1787912877.4,0.00,706.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,45.0,0.0
1787912877.9,0.00,701.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,23.92,85.0,45.0,0.0
1787912878.4,0.00,699.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912878.9,0.00,700.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912879.4,0.00,705.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.71,85.0,46.0,0.0
1787912879.9,0.00,710.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.71,85.0,46.0,0.0
1787912880.4,0.00,706.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.71,85.0,45.0,0.0
1787912880.9,0.00,704.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,45.0,0.0
1787912881.4,0.00,703.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912881.9,0.00,697.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,23.92,85.0,46.0,0.0
1787912882.4,0.00,702.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912882.9,0.00,707.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912883.4,0.00,708.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912883.9,0.00,703.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.71,85.0,46.0,0.0
1787912884.4,0.00,705.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,45.0,0.0
1787912884.9,0.00,701.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,45.0,0.0
1787912885.4,0.00,700.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912885.9,0.00,702.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912886.4,0.00,705.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,45.0,0.0
1787912886.9,0.00,704.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,45.0,0.0
1787912887.4,0.00,705.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,45.0,0.0
1787912887.9,0.00,701.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,45.0,0.0
1787912888.4,0.00,698.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912888.9,0.00,702.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912889.5,0.00,705.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,23.92,85.0,46.0,0.0
1787912890.0,0.00,708.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,45.0,0.0
1787912890.5,0.00,707.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,45.0,0.0
1787912891.0,0.00,702.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,23.53,85.0,45.0,0.0
1787912891.5,0.00,696.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,23.53,85.0,46.0,0.0
1787912892.0,0.00,700.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912892.5,0.00,708.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912893.0,0.00,706.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912893.5,0.00,706.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,23.92,85.0,46.0,0.0
1787912894.0,0.00,702.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.71,85.0,45.0,0.0
1787912894.5,0.00,700.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912895.0,0.00,705.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912895.5,0.00,708.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,23.92,85.0,45.0,0.0
1787912896.0,0.00,703.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,45.0,0.0
1787912896.5,0.00,701.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,45.0,0.0
1787912897.0,0.00,700.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.71,85.0,46.0,0.0
1787912897.5,0.00,701.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.71,85.0,46.0,0.0
1787912898.0,0.00,706.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912898.5,0.00,705.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,23.53,85.0,45.0,0.0
1787912899.0,0.00,704.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,45.0,0.0
1787912899.5,0.00,700.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,23.92,85.0,46.0,0.0
1787912900.0,0.00,697.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912900.5,0.00,702.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912901.0,0.00,707.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,45.0,0.0
1787912901.5,0.00,703.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,45.0,0.0
1787912902.0,0.00,692.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,45.0,0.0
1787912902.5,0.00,687.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,23.92,85.0,46.0,0.0
1787912903.0,0.00,684.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912903.6,0.00,701.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.71,85.0,46.0,0.0
1787912904.1,0.00,705.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,45.0,0.0
1787912904.6,0.00,699.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,45.0,0.0
1787912905.1,0.00,691.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,45.0,0.0
1787912905.6,0.00,687.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.71,85.0,46.0,0.0
1787912906.1,0.00,699.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912906.6,0.00,707.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.71,85.0,45.0,0.0
1787912907.1,0.00,704.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,45.0,0.0
1787912907.6,0.00,698.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,45.0,0.0
1787912908.1,0.00,692.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.71,85.0,45.0,0.0
1787912908.6,0.00,695.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,25.10,85.0,46.0,0.0
1787912909.1,0.00,702.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.71,85.0,46.0,0.0
1787912909.6,0.00,706.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.71,85.0,46.0,0.0
1787912910.1,0.00,702.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,23.92,85.0,46.0,0.0
1787912910.6,0.00,702.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912911.1,0.00,700.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912911.6,0.00,707.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912912.1,0.00,710.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,23.53,85.0,45.0,0.0
1787912912.6,0.00,708.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,45.0,0.0
1787912913.1,0.00,704.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,45.0,0.0
1787912913.6,0.00,700.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.71,85.0,46.0,0.0
1787912914.1,0.00,699.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.71,85.0,46.0,0.0
1787912914.6,0.00,705.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,23.53,85.0,46.0,0.0
1787912915.1,0.00,708.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,23.53,85.0,46.0,0.0
1787912915.6,0.00,707.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.71,85.0,45.0,0.0
1787912916.1,0.00,704.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,45.0,0.0
1787912916.6,0.00,704.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912917.1,0.00,707.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,25.10,85.0,46.0,0.0
1787912917.6,0.00,709.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.71,85.0,46.0,0.0
1787912918.2,0.00,709.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,23.92,85.0,45.0,0.0
1787912918.7,0.00,705.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.71,85.0,45.0,0.0
1787912919.2,0.00,702.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,23.53,85.0,45.0,0.0
1787912919.7,0.00,705.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912920.2,0.00,707.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,23.92,85.0,46.0,0.0
1787912920.7,0.00,708.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,23.53,85.0,45.0,0.0
1787912921.2,0.00,711.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.71,85.0,45.0,0.0
1787912921.7,0.00,706.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,45.0,0.0
1787912922.2,0.00,706.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,45.0,0.0
1787912922.7,0.00,701.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.71,85.0,45.0,0.0
1787912923.2,0.00,704.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.71,85.0,46.0,0.0
1787912923.7,0.00,708.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912924.2,0.00,707.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,45.0,0.0
1787912924.7,0.00,706.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,23.92,85.0,45.0,0.0
1787912925.2,0.00,699.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,45.0,0.0
1787912925.7,0.00,699.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912926.2,0.00,703.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,23.92,85.0,46.0,0.0
1787912926.7,0.00,709.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.71,85.0,46.0,0.0
1787912927.2,0.00,710.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.71,85.0,45.0,0.0
1787912927.7,0.00,706.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.71,85.0,45.0,0.0
1787912928.2,0.00,704.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,23.53,85.0,45.0,0.0
1787912928.7,0.00,699.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912929.2,0.00,704.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,23.53,85.0,46.0,0.0
1787912929.7,0.00,707.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.71,85.0,45.0,0.0
1787912930.2,0.00,708.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,45.0,0.0
1787912930.7,0.00,702.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,23.53,85.0,45.0,0.0
1787912931.2,0.00,700.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,45.0,0.0
1787912931.7,0.00,702.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912932.2,0.00,706.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,23.53,85.0,45.0,0.0
1787912932.7,0.00,710.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,45.0,0.0
1787912933.3,0.00,707.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,23.92,85.0,45.0,0.0
1787912933.8,0.00,705.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,45.0,0.0
1787912934.3,0.00,701.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,45.0,0.0
1787912934.8,0.00,700.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912935.3,0.00,705.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.71,85.0,45.0,0.0
1787912935.8,0.00,706.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.71,85.0,45.0,0.0
1787912936.3,0.00,702.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,45.0,0.0
1787912936.8,0.00,696.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,23.92,85.0,46.0,0.0
1787912937.3,0.00,693.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912937.8,0.00,703.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912938.3,0.00,706.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,23.92,85.0,45.0,0.0
1787912938.8,0.00,707.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,45.0,0.0
1787912939.3,0.00,705.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,45.0,0.0
1787912939.8,0.00,699.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,45.0,0.0
1787912940.3,0.00,696.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912940.8,0.00,700.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912941.3,0.00,702.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912941.8,0.00,705.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,23.53,85.0,46.0,0.0
1787912942.3,0.00,706.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.71,85.0,45.0,0.0
1787912942.8,0.00,704.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,23.92,85.0,45.0,0.0
1787912943.3,0.00,703.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,45.0,0.0
1787912943.8,0.00,699.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912944.3,0.00,695.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,23.92,85.0,46.0,0.0
1787912944.8,0.00,701.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,23.53,85.0,46.0,0.0
1787912945.3,0.00,708.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.71,85.0,46.0,0.0
1787912945.8,0.00,707.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.71,85.0,45.0,0.0
1787912946.3,0.00,705.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,45.0,0.0
1787912946.9,0.00,702.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.71,85.0,45.0,0.0
1787912947.4,0.00,698.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912947.9,0.00,696.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912948.4,0.00,702.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912948.9,0.00,705.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912949.4,0.00,706.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,23.92,85.0,45.0,0.0
1787912949.9,0.00,707.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,45.0,0.0
1787912950.4,0.00,701.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,45.0,0.0
1787912950.9,0.00,698.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912951.4,0.00,701.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912951.9,0.00,710.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912952.4,0.00,710.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,45.0,0.0
1787912952.9,0.00,707.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,23.53,85.0,45.0,0.0
1787912953.4,0.00,701.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912953.9,0.00,700.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.71,85.0,46.0,0.0
1787912954.4,0.00,702.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.71,85.0,46.0,0.0
1787912954.9,0.00,706.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912955.4,0.00,706.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,23.92,85.0,46.0,0.0
1787912955.9,0.00,705.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,45.0,0.0
1787912956.4,0.00,703.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,45.0,0.0
1787912956.9,0.00,700.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912957.4,0.00,699.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.71,85.0,46.0,0.0
1787912957.9,0.00,706.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.71,85.0,46.0,0.0
1787912958.4,0.00,706.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.71,85.0,45.0,0.0
1787912958.9,0.00,699.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,23.53,85.0,45.0,0.0
1787912959.4,0.00,697.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912959.9,0.00,699.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.71,85.0,46.0,0.0
1787912960.4,0.00,705.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912960.9,0.00,708.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.71,86.0,46.0,0.0
1787912961.4,0.00,709.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,45.0,0.0
1787912962.0,0.00,703.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,86.0,45.0,0.0
1787912962.5,0.00,701.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912963.0,0.00,699.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,24.31,85.0,46.0,0.0
1787912963.5,0.00,705.2,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,350.74226,23.53,86.0,45.0,0.0
