t,speed,rpm,gear,ratio,mech,slip,tcc,locked,trip_km,fuel_pt,coolant,map,load
1787837183.7,3.30,753.0,1,2.820,2.816,1.0014,0,False,283.07291,34.90,91.0,42.0,0.0
1787837184.2,2.49,755.2,1,2.820,2.816,1.0014,0,False,283.07330,32.16,91.0,43.0,0.0
1787837184.7,1.55,766.5,1,2.820,2.816,1.0014,0,False,283.07369,34.90,91.0,42.0,0.0
1787837185.2,1.08,762.0,1,2.820,2.816,1.0014,0,False,283.07408,32.94,91.0,42.0,0.0
1787837185.7,1.29,758.5,1,2.820,2.816,1.0014,0,False,283.07408,41.57,91.0,42.0,0.0
1787837186.2,1.40,756.2,1,2.820,2.816,1.0014,0,False,283.07408,32.94,91.0,42.0,0.0
1787837186.7,0.83,761.2,1,2.820,2.816,1.0014,0,False,283.07447,34.90,91.0,41.0,0.0
1787837187.2,0.00,757.8,1,2.820,2.816,1.0014,0,False,283.07447,32.94,91.0,41.0,0.0
1787837187.7,0.00,754.8,1,2.820,2.816,1.0014,0,False,283.07447,46.27,91.0,42.0,0.0
1787837188.2,0.00,758.2,1,2.820,2.816,1.0014,0,False,283.07447,34.90,91.0,42.0,0.0
1787837188.7,0.00,750.2,1,2.820,2.816,1.0014,0,False,283.07447,35.69,91.0,41.0,0.0
1787837189.2,0.00,736.2,1,2.820,2.816,1.0014,0,False,283.07447,41.57,91.0,41.0,0.0
1787837189.7,0.00,727.0,1,2.820,2.816,1.0014,0,False,283.07447,38.04,91.0,41.0,0.0
1787837190.2,0.00,720.2,1,2.820,2.816,1.0014,0,False,283.07447,41.57,91.0,41.0,0.0
1787837190.7,0.00,712.2,1,2.820,2.816,1.0014,0,False,283.07447,34.12,91.0,41.0,0.0
1787837191.2,0.00,715.5,1,2.820,2.816,1.0014,0,False,283.07447,41.57,91.0,40.0,0.0
1787837191.7,0.00,705.0,0,0.260,0.000,0.0000,0,False,283.07447,34.90,91.0,39.0,0.0
1787837192.2,0.00,690.5,0,0.260,0.000,0.0000,0,False,283.07447,43.92,91.0,38.0,0.0
1787837192.7,0.00,740.5,0,0.260,0.000,0.0000,0,False,283.07447,36.86,91.0,35.0,0.0
1787837193.2,0.00,724.5,0,0.260,0.000,0.0000,0,False,283.07447,36.86,91.0,33.0,0.0
1787837193.7,0.00,714.2,0,0.260,0.000,0.0000,0,False,283.07447,35.69,91.0,33.0,0.0
1787837194.2,0.00,763.2,0,0.260,0.000,0.0000,0,False,283.07447,39.22,91.0,38.0,0.0
1787837194.7,0.00,762.2,0,0.260,0.000,0.0000,0,False,283.07447,41.57,91.0,40.0,0.0
1787837195.2,0.00,752.2,0,0.260,0.000,0.0000,0,False,283.07447,35.29,91.0,40.0,0.0
1787837195.7,0.00,740.0,0,0.260,0.000,0.0000,0,False,283.07447,40.39,91.0,40.0,0.0
1787837196.2,0.00,730.8,0,0.260,0.000,0.0000,0,False,283.07447,34.51,91.0,41.0,0.0
1787837196.7,0.00,719.0,0,0.260,0.000,0.0000,0,False,283.07447,41.57,91.0,42.0,0.0
1787837197.2,0.00,724.5,0,0.260,0.000,0.0000,0,False,283.07447,36.86,91.0,42.0,0.0
1787837197.8,0.00,739.5,0,0.260,0.000,0.0000,0,False,283.07447,39.22,91.0,42.0,0.0
1787837198.3,0.00,737.0,0,0.260,0.000,0.0000,0,False,283.07447,39.22,91.0,41.0,0.0
1787837198.8,0.00,720.0,0,0.260,0.000,0.0000,0,False,283.07447,36.86,92.0,40.0,0.0
1787837199.3,0.00,705.5,0,0.260,0.000,0.0000,0,False,283.07447,39.22,91.0,41.0,0.0
1787837199.8,0.00,706.2,0,0.260,0.000,0.0000,0,False,283.07447,35.69,91.0,41.0,0.0
1787837200.3,0.00,714.0,0,0.260,0.000,0.0000,0,False,283.07447,40.39,92.0,41.0,0.0
1787837200.8,0.00,712.8,0,0.260,0.000,0.0000,0,False,283.07447,35.69,91.0,41.0,0.0
1787837201.3,0.00,707.0,0,0.260,0.000,0.0000,0,False,283.07447,41.57,91.0,41.0,0.0
1787837201.8,0.00,700.2,0,0.260,0.000,0.0000,0,False,283.07447,39.22,92.0,41.0,0.0
1787837202.3,0.00,702.8,0,0.260,0.000,0.0000,0,False,283.07447,36.86,91.0,41.0,0.0
1787837202.8,0.00,705.5,0,0.260,0.000,0.0000,0,False,283.07447,38.04,92.0,41.0,0.0
1787837203.3,0.00,698.5,0,0.260,0.000,0.0000,0,False,283.07447,35.69,92.0,41.0,0.0
1787837203.8,0.00,691.5,0,0.260,0.000,0.0000,0,False,283.07447,38.04,92.0,41.0,0.0
1787837204.3,0.00,677.2,0,0.260,0.000,0.0000,0,False,283.07447,36.86,92.0,39.0,0.0
1787837204.8,0.00,745.8,0,0.260,0.000,0.0000,0,False,283.07447,39.22,92.0,34.0,0.0
1787837205.3,0.00,733.2,0,0.260,0.000,0.0000,0,False,283.07447,38.04,92.0,32.0,0.0
1787837205.8,0.00,709.2,0,0.260,0.000,0.0000,0,False,283.07447,35.69,92.0,31.0,0.0
1787837206.3,0.00,706.0,0,0.260,0.000,0.0000,0,False,283.07447,39.22,92.0,31.0,0.0
1787837206.8,0.00,706.0,0,0.260,0.000,0.0000,0,False,283.07447,36.86,92.0,31.0,0.0
1787837207.3,0.00,708.0,0,0.260,0.000,0.0000,0,False,283.07447,39.22,92.0,30.0,0.0
1787837207.8,0.00,706.5,0,0.260,0.000,0.0000,0,False,283.07447,36.86,92.0,30.0,0.0
1787837208.3,0.00,709.8,0,0.260,0.000,0.0000,0,False,283.07447,39.22,92.0,30.0,0.0
1787837208.8,0.00,705.5,0,0.260,0.000,0.0000,0,False,283.07447,36.86,92.0,30.0,0.0
1787837209.3,0.00,703.0,0,0.260,0.000,0.0000,0,False,283.07447,41.57,92.0,30.0,0.0
1787837209.8,0.00,703.5,0,0.260,0.000,0.0000,0,False,283.07447,38.04,92.0,30.0,0.0
1787837210.3,0.00,702.5,0,0.260,0.000,0.0000,0,False,283.07447,38.04,92.0,30.0,0.0
1787837210.8,0.00,700.8,0,0.260,0.000,0.0000,0,False,283.07447,39.22,92.0,30.0,0.0
1787837211.3,0.00,701.0,0,0.260,0.000,0.0000,0,False,283.07447,36.86,92.0,30.0,0.0
1787837211.8,0.00,704.2,0,0.260,0.000,0.0000,0,False,283.07447,39.22,92.0,30.0,0.0
1787837212.3,0.00,708.0,0,0.260,0.000,0.0000,0,False,283.07447,36.86,92.0,30.0,0.0
1787837212.8,0.00,701.0,0,0.260,0.000,0.0000,0,False,283.07447,38.04,92.0,30.0,0.0
1787837213.4,0.00,700.2,0,0.260,0.000,0.0000,0,False,283.07447,39.22,92.0,30.0,0.0
1787837213.9,0.00,701.8,0,0.260,0.000,0.0000,0,False,283.07447,39.22,92.0,30.0,0.0
1787837214.4,0.00,700.8,0,0.260,0.000,0.0000,0,False,283.07447,35.69,92.0,30.0,0.0
1787837214.9,0.00,703.0,0,0.260,0.000,0.0000,0,False,283.07447,36.86,92.0,30.0,0.0
1787837215.4,0.00,704.0,0,0.260,0.000,0.0000,0,False,283.07447,39.22,92.0,30.0,0.0
1787837215.9,0.00,703.5,0,0.260,0.000,0.0000,0,False,283.07447,36.86,92.0,30.0,0.0
1787837216.4,0.00,704.0,0,0.260,0.000,0.0000,0,False,283.07447,39.22,92.0,30.0,0.0
1787837216.9,0.00,703.5,0,0.260,0.000,0.0000,0,False,283.07447,35.69,92.0,30.0,0.0
1787837217.4,0.00,695.2,0,0.260,0.000,0.0000,0,False,283.07447,38.04,92.0,30.0,0.0
1787837217.9,0.00,701.0,0,0.260,0.000,0.0000,0,False,283.07447,39.22,92.0,30.0,0.0
1787837218.4,0.00,698.5,0,0.260,0.000,0.0000,0,False,283.07447,40.39,92.0,30.0,0.0
1787837218.9,0.00,701.8,0,0.260,0.000,0.0000,0,False,283.07447,39.22,92.0,30.0,0.0
1787837219.4,0.00,705.2,0,0.260,0.000,0.0000,0,False,283.07447,35.69,92.0,30.0,0.0
1787837219.9,0.00,716.0,0,0.260,0.000,0.0000,0,False,283.07447,38.04,92.0,37.0,0.0
1787837220.4,0.00,748.0,0,0.260,0.000,0.0000,0,False,283.07447,36.86,92.0,38.0,0.0
1787837220.9,0.00,733.5,0,0.260,0.000,0.0000,0,False,283.07447,39.22,92.0,40.0,0.0
1787837221.4,0.00,725.2,0,0.260,0.000,0.0000,0,False,283.07447,39.22,92.0,40.0,0.0
1787837221.9,0.00,710.8,0,0.260,0.000,0.0000,0,False,283.07447,39.22,92.0,41.0,0.0
1787837222.4,0.00,693.2,0,0.260,0.000,0.0000,0,False,283.07447,38.04,92.0,42.0,0.0
1787837222.9,0.00,688.0,0,0.260,0.000,0.0000,0,False,283.07447,38.04,92.0,44.0,0.0
1787837223.4,0.00,711.8,0,0.260,0.000,0.0000,0,False,283.07447,39.22,92.0,44.0,0.0
1787837223.9,0.00,741.2,0,0.260,0.000,0.0000,0,False,283.07447,36.86,92.0,42.0,0.0
1787837224.4,0.00,718.5,0,0.260,0.000,0.0000,0,False,283.07447,39.22,92.0,41.0,0.0
1787837224.9,0.00,696.2,0,0.260,0.000,0.0000,0,False,283.07447,36.86,92.0,41.0,0.0
1787837225.4,0.00,686.2,0,0.260,0.000,0.0000,0,False,283.07447,39.22,92.0,42.0,0.0
1787837225.9,0.00,700.0,0,0.260,0.000,0.0000,0,False,283.07447,38.04,92.0,42.0,0.0
1787837226.4,0.00,718.5,0,0.260,0.000,0.0000,0,False,283.07447,39.22,92.0,42.0,0.0
1787837226.9,0.00,715.0,0,0.260,0.000,0.0000,0,False,283.07447,38.04,92.0,41.0,0.0
1787837227.4,0.00,704.0,0,0.260,0.000,0.0000,0,False,283.07447,36.86,92.0,41.0,0.0
1787837227.9,0.00,700.8,0,0.260,0.000,0.0000,0,False,283.07447,38.04,92.0,41.0,0.0
1787837228.4,0.00,705.8,0,0.260,0.000,0.0000,0,False,283.07447,35.69,92.0,41.0,0.0
1787837229.0,0.00,705.5,0,0.260,0.000,0.0000,0,False,283.07447,39.22,92.0,41.0,0.0
1787837229.5,0.00,700.0,0,0.260,0.000,0.0000,0,False,283.07447,39.22,92.0,41.0,0.0
1787837230.0,0.00,696.2,0,0.260,0.000,0.0000,0,False,283.07447,39.22,92.0,41.0,0.0
1787837230.5,0.00,700.5,0,0.260,0.000,0.0000,0,False,283.07447,38.04,92.0,42.0,0.0
1787837231.0,0.00,703.8,0,0.260,0.000,0.0000,0,False,283.07447,39.22,92.0,41.0,0.0
1787837231.5,0.00,708.0,0,0.260,0.000,0.0000,0,False,283.07447,38.04,92.0,41.0,0.0
1787837232.0,0.00,701.2,0,0.260,0.000,0.0000,0,False,283.07447,39.22,92.0,41.0,0.0
1787837232.5,0.00,696.8,0,0.260,0.000,0.0000,0,False,283.07447,39.22,92.0,42.0,0.0
1787837233.0,0.00,692.8,0,0.260,0.000,0.0000,0,False,283.07447,39.22,92.0,42.0,0.0
1787837233.5,0.00,698.8,0,0.260,0.000,0.0000,0,False,283.07447,39.22,92.0,42.0,0.0
1787837234.0,0.00,707.0,0,0.260,0.000,0.0000,0,False,283.07447,39.22,92.0,42.0,0.0
1787837234.5,0.00,706.8,0,0.260,0.000,0.0000,0,False,283.07447,38.04,92.0,41.0,0.0
1787837235.0,0.00,699.5,0,0.260,0.000,0.0000,0,False,283.07447,39.22,92.0,40.0,0.0
1787837235.5,0.00,744.0,0,0.260,0.000,0.0000,0,False,283.07447,39.22,92.0,36.0,0.0
1787837236.0,0.00,735.0,0,0.260,0.000,0.0000,0,False,283.07447,38.04,92.0,32.0,0.0
1787837236.5,0.00,707.2,0,0.260,0.000,0.0000,0,False,283.07447,39.22,92.0,30.0,0.0
1787837237.0,0.00,698.8,0,0.260,0.000,0.0000,0,False,283.07447,38.04,92.0,30.0,0.0
1787837237.5,0.00,700.5,0,0.260,0.000,0.0000,0,False,283.07447,38.04,92.0,30.0,0.0
1787837238.0,0.00,702.8,0,0.260,0.000,0.0000,0,False,283.07447,39.22,91.0,30.0,0.0
1787837238.5,0.00,706.2,0,0.260,0.000,0.0000,0,False,283.07447,38.04,92.0,30.0,0.0
