t,speed,rpm,gear,ratio,mech,slip,tcc,locked,hold,range,shifting,atf,volt,odo,trip_km,fuel_pt,coolant,map,load
1787919622.5,0.00,761.8,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.50,109120,400.17765,17.25,90.0,44.0,0.0
1787919622.7,0.00,761.8,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.50,109120,400.17765,16.47,90.0,44.0,0.0
1787919622.9,0.00,765.2,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.51,109120,400.17765,16.47,90.0,43.0,0.0
1787919623.1,0.00,762.2,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.51,109120,400.17765,16.47,90.0,43.0,0.0
1787919623.3,0.00,761.0,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.51,109120,400.17765,16.47,90.0,43.0,0.0
1787919623.5,0.00,759.2,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.51,109120,400.17765,16.86,90.0,43.0,0.0
1787919623.7,0.00,757.0,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.51,109120,400.17765,16.47,90.0,43.0,0.0
1787919623.9,0.00,756.0,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.51,109120,400.17765,16.47,90.0,43.0,0.0
1787919624.1,0.00,757.5,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.51,109120,400.17765,16.47,90.0,43.0,0.0
1787919624.3,0.00,759.2,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.51,109120,400.17765,16.47,90.0,43.0,0.0
1787919624.5,0.00,759.8,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.51,109120,400.17765,17.25,90.0,43.0,0.0
1787919624.7,0.00,760.2,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.51,109120,400.17765,16.47,90.0,43.0,0.0
1787919624.9,0.00,760.0,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.51,109120,400.17765,16.47,90.0,43.0,0.0
1787919625.1,0.00,761.8,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.51,109120,400.17765,15.29,90.0,43.0,0.0
1787919625.3,0.00,761.0,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.51,109120,400.17765,15.29,90.0,43.0,0.0
1787919625.5,0.00,760.2,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.50,109120,400.17765,15.29,90.0,43.0,0.0
1787919625.7,0.00,760.2,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.50,109120,400.17765,15.69,90.0,43.0,0.0
1787919625.9,0.00,759.0,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.50,109120,400.17765,14.90,90.0,43.0,0.0
1787919626.1,0.00,759.5,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.50,109120,400.17765,15.69,90.0,43.0,0.0
1787919626.3,0.00,759.0,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.50,109120,400.17765,16.86,90.0,43.0,0.0
1787919626.5,0.00,758.2,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.50,109120,400.17765,16.47,90.0,43.0,0.0
1787919626.7,0.00,752.8,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.50,109120,400.17765,16.47,90.0,43.0,0.0
1787919626.9,0.00,755.2,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.50,109120,400.17765,16.08,90.0,43.0,0.0
1787919627.1,0.00,753.2,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.50,109120,400.17765,14.90,90.0,43.0,0.0
1787919627.3,0.00,752.0,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.50,109120,400.17765,16.08,90.0,43.0,0.0
1787919627.5,0.00,750.8,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.50,109120,400.17765,16.08,90.0,43.0,0.0
1787919627.7,0.00,752.5,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.50,109120,400.17765,16.47,90.0,43.0,0.0
1787919628.0,0.00,755.8,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.50,109120,400.17765,15.29,90.0,43.0,0.0
1787919628.2,0.00,756.0,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.50,109120,400.17765,15.29,90.0,43.0,0.0
1787919628.4,0.00,756.2,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.51,109120,400.17765,15.29,90.0,43.0,0.0
1787919628.6,0.00,757.0,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.51,109120,400.17765,15.29,90.0,43.0,0.0
1787919628.8,0.00,761.0,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.51,109120,400.17765,16.47,90.0,43.0,0.0
1787919629.0,0.00,758.5,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.51,109120,400.17765,16.47,90.0,43.0,0.0
1787919629.2,0.00,755.8,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.51,109120,400.17765,15.29,90.0,43.0,0.0
1787919629.4,0.00,759.0,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.51,109120,400.17765,16.47,90.0,43.0,0.0
1787920039.9,0.00,757.8,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.51,109120,400.17765,16.47,90.0,43.0,0.0
1787920040.2,0.00,757.2,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.51,109120,400.17765,16.47,90.0,43.0,0.0
1787920040.4,0.00,757.5,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.51,109120,400.17765,15.69,90.0,43.0,0.0
1787920040.6,0.00,756.8,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.51,109120,400.17765,15.29,90.0,43.0,0.0
1787920040.8,0.00,756.0,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.51,109120,400.17765,16.47,90.0,43.0,0.0
1787920041.0,0.00,755.2,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.51,109120,400.17765,16.08,90.0,43.0,0.0
1787920041.2,0.00,753.0,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.51,109120,400.17765,14.90,90.0,43.0,0.0
1787920041.4,0.00,750.8,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.48,109120,400.17765,16.47,90.0,43.0,0.0
1787920041.6,0.00,749.8,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.48,109120,400.17765,16.08,90.0,43.0,0.0
1787920041.8,0.00,750.2,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.48,109120,400.17765,14.90,90.0,43.0,0.0
1787920042.0,0.00,752.5,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.48,109120,400.17765,16.08,90.0,44.0,0.0
1787920042.2,0.00,749.5,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.48,109120,400.17765,16.47,90.0,44.0,0.0
1787920042.4,0.00,749.2,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.48,109120,400.17765,16.47,90.0,44.0,0.0
1787920042.6,0.00,752.8,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.48,109120,400.17765,15.29,90.0,44.0,0.0
1787920042.8,0.00,753.5,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.48,109120,400.17765,15.69,90.0,44.0,0.0
1787920043.0,0.00,757.0,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.48,109120,400.17765,15.29,90.0,43.0,0.0
1787920043.2,0.00,756.8,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.48,109120,400.17765,16.47,90.0,43.0,0.0
1787920043.4,0.00,756.5,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.48,109120,400.17765,16.47,90.0,43.0,0.0
1787920043.6,0.00,758.5,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.48,109120,400.17765,16.86,90.0,43.0,0.0
1787920043.8,0.00,757.0,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.48,109120,400.17765,16.86,90.0,43.0,0.0
1787920044.0,0.00,757.8,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.49,109120,400.17765,16.86,90.0,43.0,0.0
1787920044.2,0.00,753.8,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.49,109120,400.17765,16.86,90.0,43.0,0.0
1787920044.4,0.00,755.8,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.49,109120,400.17765,16.86,90.0,43.0,0.0
1787920044.6,0.00,753.8,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.49,109120,400.17765,16.86,90.0,43.0,0.0
1787920044.8,0.00,752.2,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.49,109120,400.17765,15.69,90.0,43.0,0.0
1787920045.0,0.00,750.0,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.49,109120,400.17765,16.86,90.0,43.0,0.0
1787920045.2,0.00,749.2,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.49,109120,400.17765,15.69,90.0,43.0,0.0
1787920045.4,0.00,749.8,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.49,109120,400.17765,15.69,90.0,43.0,0.0
1787920045.6,0.00,751.8,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.49,109120,400.17765,16.86,90.0,44.0,0.0
1787920045.8,0.00,750.0,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.49,109120,400.17765,15.69,90.0,44.0,0.0
1787920046.0,0.00,753.8,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.49,109120,400.17765,16.86,90.0,44.0,0.0
1787920046.2,0.00,757.0,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.49,109120,400.17765,15.69,90.0,44.0,0.0
1787920046.5,0.00,756.8,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.49,109120,400.17765,16.47,90.0,43.0,0.0
1787920046.7,0.00,756.5,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.49,109120,400.17765,15.29,90.0,43.0,0.0
1787920046.9,0.00,758.0,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.50,109120,400.17765,15.29,90.0,43.0,0.0
1787920047.1,0.00,757.8,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.50,109120,400.17765,16.47,90.0,43.0,0.0
1787920047.3,0.00,757.2,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.50,109120,400.17765,15.29,90.0,43.0,0.0
1787920047.5,0.00,759.5,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.50,109120,400.17765,16.47,90.0,43.0,0.0
1787920047.7,0.00,758.5,0,0.260,0.000,0.0000,0,False,False,P,False,73.8,13.50,109120,400.17765,15.29,90.0,43.0,0.0
1787920047.9,0.00,755.5,0,0.260,0.000,0.0000,0,False,False,P,False,74.7,13.50,109120,400.17765,16.47,90.0,43.0,0.0
1787920048.1,0.00,756.0,0,0.260,0.000,0.0000,0,False,False,P,False,74.7,13.50,109120,400.17765,16.47,90.0,43.0,0.0
1787920048.3,0.00,756.0,0,0.260,0.000,0.0000,0,False,False,P,False,74.7,13.50,109120,400.17765,15.69,90.0,43.0,0.0
1787920048.5,0.00,756.5,0,0.260,0.000,0.0000,0,False,False,P,False,74.7,13.50,109120,400.17765,15.69,90.0,43.0,0.0
1787920048.7,0.00,753.2,0,0.260,0.000,0.0000,0,False,False,P,False,74.7,13.50,109120,400.17765,16.86,90.0,43.0,0.0
1787920048.9,0.00,753.0,0,0.260,0.000,0.0000,0,False,False,P,False,74.7,13.50,109120,400.17765,15.69,90.0,43.0,0.0
1787920049.1,0.00,755.2,0,0.260,0.000,0.0000,0,False,False,P,False,74.7,13.50,109120,400.17765,16.86,90.0,43.0,0.0
1787920049.3,0.00,753.0,0,0.260,0.000,0.0000,0,False,False,P,False,74.7,13.50,109120,400.17765,16.86,90.0,43.0,0.0
1787920049.5,0.00,752.8,0,0.260,0.000,0.0000,0,False,False,P,False,74.7,13.50,109120,400.17765,15.69,90.0,43.0,0.0
1787920049.7,0.00,752.8,0,0.260,0.000,0.0000,0,False,False,P,False,74.7,13.50,109120,400.17765,15.29,90.0,43.0,0.0
1787920049.9,0.00,752.2,0,0.260,0.000,0.0000,0,False,False,P,False,74.7,13.50,109120,400.17765,16.47,90.0,43.0,0.0
1787920050.1,0.00,753.5,0,0.260,0.000,0.0000,0,False,False,P,False,74.7,13.50,109120,400.17765,16.47,90.0,43.0,0.0
1787920050.3,0.00,756.5,0,0.260,0.000,0.0000,0,False,False,P,False,74.7,13.50,109120,400.17765,16.47,90.0,43.0,0.0
1787920050.5,0.00,757.0,0,0.260,0.000,0.0000,0,False,False,P,False,74.7,13.50,109120,400.17765,16.47,90.0,43.0,0.0
1787920050.7,0.00,756.8,0,0.260,0.000,0.0000,0,False,False,P,False,74.7,13.50,109120,400.17765,15.29,90.0,43.0,0.0
